sleep_id,sleep_type,minutes_in_sleep_period,minutes_after_wake_up,minutes_to_fall_asleep,minutes_asleep,minutes_awake,minutes_longest_awakening,minutes_to_persistent_sleep,start_utc_offset,sleep_start,end_utc_offset,sleep_end,data_source,sleep_created,sleep_last_updated
7507600317993230520,CLASSIC,69,0,0,67,2,0,0,+00:00,2025-01-10 07:29:30+0000,+00:00,2025-01-10 08:39:00+0000,DERIVED,2025-01-10 14:50:00+0000,2025-01-10 14:50:44+0000
7682283440051939040,CLASSIC,164,0,0,164,0,0,0,+00:00,2025-05-09 13:06:00+0000,+00:00,2025-05-09 15:50:30+0000,DERIVED,2025-05-09 08:56:00+0000,2025-05-09 08:56:35+0000
7812297426703701384,STAGES,548,6,0,513,35,0,0,+00:00,2025-01-31 22:07:30+0000,+00:00,2025-02-01 07:21:30+0000,DERIVED,2025-02-01 13:22:00+0000,2025-02-01 13:22:38+0000
8001275102176335464,CLASSIC,84,0,0,82,2,0,0,+00:00,2025-01-07 13:42:30+0000,+00:00,2025-01-07 15:06:30+0000,DERIVED,2025-01-07 21:08:00+0000,2025-01-07 21:08:43+0000
8155436411006663064,STAGES,407,0,0,360,47,0,0,+00:00,2025-02-26 21:57:00+0000,+00:00,2025-02-27 04:44:30+0000,DERIVED,2025-02-27 10:45:00+0000,2025-02-27 10:45:31+0000
8164629868136656776,STAGES,327,0,0,298,29,0,0,+00:00,2025-01-03 22:48:00+0000,+00:00,2025-01-04 04:15:30+0000,DERIVED,2025-01-04 10:16:00+0000,2025-01-04 10:16:46+0000
8179556163786168464,STAGES,258,0,0,242,16,0,0,+00:00,2025-01-10 00:26:00+0000,+00:00,2025-01-10 04:44:30+0000,DERIVED,2025-01-10 10:45:00+0000,2025-01-10 10:45:09+0000
8262092530361083352,STAGES,379,0,0,314,65,0,0,+07:00,2025-08-06 22:55:00+0000,+07:00,2025-08-07 05:14:30+0000,DERIVED,2025-08-06 22:27:50+0000,2025-08-06 22:27:51+0000
8574754696555157672,STAGES,397,2,0,351,46,0,0,+00:00,2024-11-26 22:15:00+0000,+00:00,2024-11-27 04:54:30+0000,DERIVED,2024-11-27 10:57:00+0000,2024-11-27 10:58:02+0000
8683960051180049440,CLASSIC,96,0,0,92,4,0,0,+00:00,2024-12-28 00:48:30+0000,+00:00,2024-12-28 02:24:30+0000,DERIVED,2024-12-28 14:24:00+0000,2024-12-28 14:24:35+0000
8725610524983826816,STAGES,449,0,0,404,45,0,0,+00:00,2025-02-12 21:23:00+0000,+00:00,2025-02-13 04:52:30+0000,DERIVED,2025-02-13 10:55:00+0000,2025-02-13 10:55:08+0000
8729226410031990488,CLASSIC,80,0,0,72,8,0,0,+00:00,2025-02-13 12:05:30+0000,+00:00,2025-02-13 13:26:00+0000,DERIVED,2025-02-13 19:37:00+0000,2025-02-13 19:37:50+0000
8790701059834731656,CLASSIC,65,6,0,63,2,0,0,+00:00,2025-01-25 16:01:00+0000,+00:00,2025-01-25 17:12:30+0000,DERIVED,2025-01-25 23:15:00+0000,2025-01-25 23:15:34+0000
8799869843568459192,STAGES,430,0,0,345,85,0,0,+07:00,2025-08-04 23:04:00+0000,+07:00,2025-08-05 06:14:30+0000,DERIVED,2025-08-04 23:18:05+0000,2025-08-04 23:18:06+0000
8807444705442617512,STAGES,297,0,0,288,9,0,0,+00:00,2025-02-25 21:49:30+0000,+00:00,2025-02-26 02:47:00+0000,DERIVED,2025-02-26 08:53:00+0000,2025-02-26 08:53:05+0000
8838716427513565080,STAGES,271,0,0,256,15,0,0,+00:00,2024-11-01 00:15:30+0000,+00:00,2024-11-01 04:47:00+0000,DERIVED,2024-11-01 09:53:00+0000,2024-11-01 09:53:53+0000
8844166937542138152,CLASSIC,100,5,0,92,8,0,0,+00:00,2025-05-30 10:43:00+0000,+00:00,2025-05-30 12:28:30+0000,DERIVED,2025-05-30 05:33:00+0000,2025-05-30 05:33:19+0000
8915668697725090880,CLASSIC,87,0,0,76,11,0,0,+00:00,2024-11-02 14:55:00+0000,+00:00,2024-11-02 16:22:00+0000,DERIVED,2024-11-02 21:36:00+0000,2024-11-02 21:36:02+0000
8924919948085576904,CLASSIC,63,0,0,57,6,0,0,+00:00,2025-01-03 13:52:00+0000,+00:00,2025-01-03 14:55:30+0000,DERIVED,2025-01-03 20:56:00+0000,2025-01-03 20:56:19+0000
8940556947761053608,STAGES,387,0,0,356,31,0,0,+00:00,2024-11-04 22:11:30+0000,+00:00,2024-11-05 04:38:30+0000,DERIVED,2024-11-05 08:10:00+0000,2024-11-05 11:16:24+0000
895903915911604328,CLASSIC,167,0,0,151,16,0,0,+00:00,2024-11-22 04:18:00+0000,+00:00,2024-11-22 07:05:30+0000,DERIVED,2024-11-22 13:06:00+0000,2024-11-22 13:07:01+0000
8993091701929447552,STAGES,383,2,0,347,36,0,0,+00:00,2024-11-25 22:29:00+0000,+00:00,2024-11-26 04:54:30+0000,DERIVED,2024-11-26 10:58:00+0000,2024-11-26 10:58:14+0000
9003600516050280672,STAGES,259,0,0,240,18,0,0,+07:00,2025-07-04 01:29:30+0000,+07:00,2025-07-04 05:48:30+0000,DERIVED,2025-07-03 22:52:56+0000,2025-07-03 22:52:56+0000
9074365910134694656,CLASSIC,63,0,0,60,3,0,0,+00:00,2025-02-28 15:52:30+0000,+00:00,2025-02-28 16:55:30+0000,DERIVED,2025-02-28 22:58:00+0000,2025-02-28 22:58:44+0000
9078132126591509856,STAGES,375,0,0,342,33,0,0,+00:00,2024-11-24 22:36:00+0000,+00:00,2024-11-25 04:51:30+0000,DERIVED,2024-11-25 10:52:00+0000,2024-11-25 10:52:43+0000
9126012082858240176,STAGES,389,2,0,369,20,0,0,+00:00,2025-01-07 22:20:00+0000,+00:00,2025-01-08 04:51:30+0000,DERIVED,2025-01-08 10:52:00+0000,2025-01-08 10:52:05+0000
9180531969604281784,CLASSIC,82,0,0,79,3,0,0,+00:00,2025-05-14 22:40:30+0000,+00:00,2025-05-15 00:02:30+0000,DERIVED,2025-05-14 17:12:00+0000,2025-05-14 17:12:13+0000
